/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0059.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0114.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0009.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0016.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0042.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0077.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0100.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0109.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0053.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0083.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0008.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0049.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0026.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0025.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0107.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0081.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0060.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0029.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0070.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0035.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0006.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0000.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0089.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0090.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0078.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0030.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0037.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0096.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0111.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0023.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0069.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0099.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0067.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0061.jpeg,1
/home/msoc/SingleImageFoodDB/6_Fruit/H_Fruits/H1_FreshFruits/Peach/0055.jpeg,1
